step,pElo,nll,segment
345203,1713,2.045,1
345478,1710,2.046,1
345753,1708,2.028,1
346027,1711,2.041,1
346278,1711,2.037,1
346528,1711,2.046,1
346802,1714,2.042,1
347052,1712,2.031,1
347326,1714,2.031,1
347577,1722,2.009,1
347828,1707,2.039,1
348103,1711,2.044,1
348377,1716,2.066,1
348628,1715,2.043,1
348902,1711,2.055,1
349177,1709,2.051,1
349428,1712,2.054,1
349702,1714,2.053,1
349952,1709,2.045,1
350203,1711,2.048,1
350477,1708,2.040,1
350727,1711,2.042,1
350977,1712,2.051,1
351228,1710,2.048,1
351503,1716,2.072,1
351778,1702,2.053,1
352053,1711,2.050,1
352328,1710,2.051,1
352578,1700,2.047,1
352853,1711,2.033,1
353128,1711,2.036,1
353403,1715,2.029,1
353677,1716,2.031,1
353928,1711,2.029,1
354203,1719,2.028,1
354453,1716,2.033,1
354728,1708,2.032,1
354979,1711,2.033,1
355252,1711,2.029,1
355502,1713,2.032,1
355752,1715,2.027,1
356003,1710,2.034,1
356276,1714,2.022,1
356527,1722,2.008,1
356777,1702,2.037,1
357027,1708,2.038,1
357277,1707,2.028,1
357527,1705,2.038,1
357777,1707,2.038,1
358027,1703,2.040,1
358301,1703,2.042,1
358552,1710,2.039,1
358827,1708,2.031,1
359078,1710,2.034,1
359352,1711,2.032,1
359603,1701,2.046,1
359877,1707,2.052,1
360129,1705,2.043,1
360402,1713,2.032,1
360654,1709,2.073,1
360927,1714,2.022,1
361178,1716,2.025,1
361428,1719,2.025,1
361678,1715,2.030,1
361929,1714,2.014,1
362201,1715,2.030,1
362452,1716,2.016,1
362702,1717,2.017,1
362978,1716,2.023,1
363228,1714,2.034,1
363478,1712,2.071,1
363728,1704,2.100,1
363978,1701,2.069,1
364228,1709,2.038,1
364503,1701,2.025,1
364777,1706,2.057,1
365027,1706,2.049,1
365302,1711,2.045,1
365553,1709,2.047,1
365803,1710,2.045,1
366077,1712,2.047,1
366353,1708,2.047,1
366603,1708,2.049,1
366878,1707,2.049,1
367152,1709,2.044,1
367402,1714,2.042,1
367653,1705,2.009,1
367928,1710,2.078,1
368178,1701,2.051,1
368454,1715,2.056,1
368727,1714,2.053,1
368978,1709,2.036,1
369228,1709,2.041,1
369478,1710,2.043,1
369753,1704,2.045,1
370028,1708,2.052,1
370304,1707,2.046,1
370575,1707,2.044,1
370828,1711,2.037,1
371078,1711,2.038,1
371351,1710,2.046,1
371602,1710,2.080,1
371878,1703,2.079,1
372129,1703,2.036,1
372402,1706,2.060,1
372653,1715,2.069,1
372928,1715,2.045,1
373204,1708,2.058,1
373476,1711,2.053,1
373727,1709,2.052,1
374002,1710,2.056,1
374278,1711,2.057,1
374553,1707,2.059,1
374828,1709,2.061,1
375102,1707,2.057,1
375376,1711,2.041,1
375628,1695,2.054,1
375902,1715,2.052,1
376152,1710,2.052,1
376427,1711,2.044,1
376677,1710,2.046,1
376951,1706,2.038,1
377201,1716,2.030,1
377453,1710,2.035,1
377704,1712,2.035,1
377976,1712,2.034,1
378227,1707,2.038,1
378478,1714,2.031,1
378729,1713,2.032,1
379004,1711,2.034,1
379276,1710,2.032,1
379526,1711,2.053,1
379776,1703,2.040,1
380027,1711,2.060,1
380302,1712,2.034,1
380553,1708,2.060,1
380803,1702,2.049,1
381053,1711,2.029,1
381303,1715,2.017,1
381553,1712,2.033,1
381804,1710,2.009,1
382076,1713,2.011,1
382326,1713,2.013,1
382577,1711,2.010,1
382852,1714,2.025,1
383127,1711,2.047,1
383401,1711,2.041,1
383652,1691,2.068,1
383902,1713,2.055,1
384177,1717,2.070,1
384429,1707,2.064,1
384701,1706,2.042,1
384953,1716,2.023,1
385228,1715,2.021,1
385500,1712,2.024,1
385751,1715,2.022,1
386002,1713,2.026,1
386253,1716,2.018,1
386527,1716,2.022,1
386803,1716,2.026,1
387053,1714,2.023,1
387325,1716,2.025,1
387577,1705,2.056,1
387827,1701,2.036,1
388103,1697,2.038,1
388376,1705,2.043,1
388628,1694,2.072,1
388878,1704,2.031,1
389128,1705,2.042,1
389378,1699,2.043,1
389654,1703,2.038,1
389927,1701,2.043,1
390203,1702,2.042,1
390476,1703,2.042,1
390726,1709,2.031,1
390978,1703,2.037,1
391251,1703,2.029,1
391501,1695,2.056,1
391752,1716,2.016,1
392003,1710,2.012,1
392253,1716,1.997,1
392504,1697,2.033,1
392754,1713,2.017,1
393029,1708,2.025,1
393301,1710,2.023,1
393552,1712,2.017,1
393828,1712,2.017,1
394103,1710,2.015,1
394353,1711,2.018,1
394627,1715,2.011,1
394902,1713,2.017,1
395153,1711,2.017,1
395427,1703,2.030,1
395678,1720,1.998,1
395952,1716,2.015,1
396202,1714,2.008,1
396452,1709,2.002,1
396702,1712,1.989,1
396952,1709,1.999,1
397204,1709,1.998,1
397476,1713,1.996,1
397727,1712,1.999,1
397977,1716,2.001,1
398228,1709,2.000,1
398502,1710,1.999,1
398778,1712,2.002,1
399052,1714,2.002,1
399303,1713,2.003,1
399577,1707,2.017,1
399828,1706,2.008,1
400102,1701,2.012,1
400377,1695,2.003,1
400627,1706,1.991,1
400878,1706,2.001,1
401128,1705,2.000,1
401403,1707,2.002,1
401653,1708,2.021,1
401927,1704,2.022,1
402177,1706,2.021,1
402428,1707,2.021,1
402678,1703,2.031,1
402952,1707,2.024,1
403203,1704,2.019,1
403453,1699,2.002,1
403728,1712,1.985,1
403978,1699,2.000,1
404228,1700,2.009,1
404478,1697,2.024,1
404753,1702,2.000,1
405028,1698,2.000,1
405303,1696,2.003,1
405578,1704,2.006,1
405829,1706,1.999,1
406101,1700,2.001,1
406353,1700,2.001,1
406627,1703,2.000,1
406878,1700,2.000,1
407153,1699,1.999,1
407404,1702,1.999,1
407654,1709,1.994,1
407927,1697,1.999,1
408202,1702,1.994,1
408477,1705,1.993,1
408752,1695,2.012,1
409003,1697,1.999,1
409277,1696,2.002,1
409527,1698,1.995,1
409778,1699,2.000,1
410053,1699,1.997,1
410303,1695,2.008,1
410553,1699,1.997,1
410828,1697,2.006,1
411102,1700,1.996,1
411353,1701,2.005,1
411628,1703,2.027,1
411879,1700,2.034,1
412151,1708,2.018,1
412403,1686,2.052,1
412677,1704,2.027,1
412929,1700,2.030,1
413203,1696,2.030,1
413477,1697,2.028,1
413727,1702,2.023,1
413978,1697,2.028,1
414252,1699,2.028,1
414527,1694,2.029,1
414803,1695,2.028,1
415078,1698,2.028,1
415352,1698,2.028,1
415627,1695,2.044,1
415878,1703,2.019,1
416153,1695,2.040,1
416428,1700,2.052,1
416702,1702,2.050,1
416977,1700,2.047,1
417228,1701,2.048,1
417503,1704,2.040,1
417777,1704,2.036,1
418028,1703,2.047,1
418302,1703,2.050,1
418552,1699,2.048,1
418803,1700,2.048,1
419078,1699,2.044,1
419353,1695,2.049,1
419628,1689,2.080,1
419903,1706,2.046,1
420177,1694,2.062,1
420427,1710,2.040,1
420677,1711,2.041,1
420952,1711,2.036,1
421202,1708,2.039,1
421453,1707,2.042,1
421728,1706,2.047,1
422002,1708,2.043,1
422277,1709,2.040,1
422528,1709,2.041,1
422802,1709,2.043,1
423052,1704,2.041,1
423303,1710,2.040,1
423553,1703,2.046,1
423829,1694,2.043,1
424103,1706,2.035,1
424378,1698,2.048,1
424652,1715,2.030,1
424902,1709,2.022,1
425178,1709,2.016,1
425452,1708,2.019,1
425703,1709,2.019,1
425977,1707,2.021,1
426228,1706,2.023,1
426501,1708,2.022,1
426752,1707,2.020,1
427004,1709,2.021,1
427278,1704,2.027,1
427553,1715,2.009,1
427827,1702,2.028,1
428078,1702,2.028,1
428352,1704,2.038,1
428603,1711,2.026,1
428877,1713,2.024,1
429128,1708,2.029,1
429402,1707,2.027,1
429652,1709,2.021,1
429903,1710,2.027,1
430178,1711,2.031,1
430452,1707,2.028,1
430703,1707,2.025,1
430977,1713,2.029,1
431228,1705,2.024,1
431503,1697,2.043,1
431777,1694,2.033,1
432027,1701,2.020,1
432278,1693,2.003,1
432528,1702,2.005,1
432803,1705,1.997,1
433077,1699,2.002,1
433329,1700,2.009,1
433602,1702,2.009,1
433877,1706,2.007,1
434128,1702,2.010,1
434402,1703,2.001,1
434653,1700,2.005,1
434927,1701,2.007,1
435178,1702,2.006,1
435452,1701,2.009,1
435703,1700,2.035,1
435977,1689,2.042,1
436229,1690,2.056,1
436501,1707,2.011,1
436753,1703,2.016,1
437003,1703,2.005,1
437253,1704,2.001,1
437529,1701,2.005,1
437802,1702,2.000,1
438053,1701,2.005,1
438303,1697,2.005,1
438576,1703,2.007,1
438828,1705,2.005,1
439078,1703,2.006,1
439352,1703,2.023,1
439602,1703,2.027,1
439853,1685,2.058,1
440103,1701,2.029,1
440353,1707,2.015,1
440627,1683,2.055,1
440878,1703,2.029,1
441153,1703,2.030,1
441427,1701,2.040,1
441678,1705,2.035,1
441928,1705,2.034,1
442203,1701,2.041,1
442477,1702,2.036,1
442728,1702,2.038,1
443002,1704,2.031,1
443278,1700,2.041,1
443553,1698,2.044,1
443827,1698,2.041,1
444078,1717,2.011,1
444352,1694,2.052,1
444627,1699,2.043,1
444877,1698,2.009,1
445153,1700,2.043,1
445427,1699,2.008,1
445677,1697,2.026,1
445927,1698,2.023,1
446177,1694,2.024,1
446428,1696,2.040,1
446679,1698,2.018,1
446951,1692,2.031,1
447202,1695,2.040,1
447453,1699,2.014,1
447726,1691,2.066,1
447976,1705,2.043,1
448228,1717,2.030,1
448478,1714,2.029,1
448729,1708,2.044,1
449001,1702,2.048,1
449251,1698,2.048,1
449501,1700,2.042,1
449752,1702,2.043,1
450027,1706,2.042,1
450278,1703,2.044,1
450528,1702,2.044,1
450802,1698,2.046,1
451053,1701,2.048,1
451303,1702,2.050,1
451553,1707,2.030,1
451828,1702,2.058,1
452078,1684,2.066,1
452353,1701,2.037,1
452628,1710,2.025,1
452903,1702,2.021,1
453178,1707,2.026,1
453428,1702,2.028,1
453702,1702,2.032,1
453977,1708,2.030,1
454252,1702,2.029,1
454527,1700,2.031,1
454801,1703,2.031,1
455052,1704,2.028,1
455303,1702,2.029,1
455578,1689,2.055,1
455828,1696,2.043,1
456103,1703,2.029,1
456377,1691,2.057,1
456627,1694,2.053,1
456877,1695,2.044,1
457152,1696,2.033,1
457403,1698,2.043,1
457676,1702,2.042,1
457927,1700,2.041,1
458177,1699,2.043,1
458428,1700,2.041,1
458702,1698,2.037,1
458952,1703,2.038,1
459202,1700,2.039,1
459477,1701,2.032,1
459727,1706,2.038,1
459977,1694,2.055,1
460228,1697,2.054,1
460502,1712,2.025,1
460752,1697,2.042,1
461002,1704,2.038,1
461253,1699,2.047,1
461528,1699,2.040,1
461801,1698,2.040,1
462052,1697,2.042,1
462303,1700,2.039,1
462576,1699,2.042,1
462827,1698,2.043,1
463077,1703,2.037,1
463328,1699,2.046,1
463602,1687,2.065,1
463852,1696,2.061,1
464102,1694,2.049,1
464353,1691,2.037,1
464627,1691,2.041,1
464878,1699,2.041,1
465152,1701,2.036,1
465402,1702,2.040,1
465652,1699,2.028,1
465903,1699,2.041,1
466153,1698,2.030,1
466427,1700,2.041,1
466677,1701,2.039,1
466952,1702,2.030,1
467202,1700,2.039,1
467452,1697,2.026,1
467702,1695,2.027,1
467953,1693,2.019,1
468227,1703,2.011,1
468478,1703,1.998,1
468752,1696,2.002,1
469002,1690,1.999,1
469253,1694,2.004,1
469503,1694,1.999,1
469753,1697,1.999,1
470026,1695,2.000,1
470276,1697,1.998,1
470551,1695,2.002,1
470801,1695,1.998,1
471052,1695,1.995,1
471303,1698,2.000,1
471554,1696,2.012,1
471827,1690,2.039,1
472078,1694,2.057,1
472352,1697,2.034,1
472603,1714,2.030,1
472854,1700,2.018,1
473128,1703,2.029,1
473378,1697,2.036,1
473652,1701,2.030,1
473902,1698,2.029,1
474153,1702,2.031,1
474427,1700,2.035,1
474678,1699,2.037,1
474928,1702,2.031,1
475178,1699,2.039,1
475453,1700,2.038,1
475728,1692,2.000,1
475979,1700,2.059,1
476251,1699,2.052,1
476501,1687,2.040,1
476751,1706,2.028,1
477026,1700,2.042,1
477277,1708,2.041,1
477528,1704,2.043,1
477778,1699,2.042,1
478028,1697,2.040,1
478278,1700,2.038,1
478528,1703,2.038,1
478802,1701,2.042,1
479053,1698,2.041,1
479303,1698,2.038,1
479577,1701,2.046,1
479828,1701,2.056,1
480078,1709,2.032,1
480352,1711,2.023,1
480602,1703,2.045,1
480853,1702,2.037,1
481103,1704,2.039,1
481353,1705,2.037,1
481627,1695,2.052,1
481901,1700,2.036,1
482152,1699,2.045,1
482403,1700,2.047,1
482677,1703,2.038,1
482927,1706,2.036,1
483177,1707,2.033,1
483427,1704,2.031,1
483701,1695,2.063,1
483953,1703,2.038,1
484228,1693,2.053,1
484502,1692,2.044,1
484778,1709,2.012,1
485029,1708,2.012,1
485301,1710,2.014,1
485552,1709,2.005,1
485826,1708,2.009,1
486077,1709,2.013,1
486328,1705,2.009,1
486602,1706,2.010,1
486852,1706,2.004,1
487127,1707,2.004,1
487403,1701,2.007,1
487678,1705,2.005,1
487952,1694,2.011,1
488227,1711,2.004,1
488478,1701,2.015,1
488752,1694,2.022,1
489002,1702,2.025,1
489277,1698,2.013,1
489527,1697,2.007,1
489802,1697,2.018,1
490053,1698,2.011,1
490326,1699,2.010,1
490578,1696,2.013,1
490828,1696,2.022,1
491078,1697,2.022,1
491328,1698,2.023,1
491578,1689,2.012,1
491853,1707,2.006,1
492128,1701,2.032,1
492378,1694,2.040,1
492653,1696,2.032,1
492926,1698,2.013,1
493177,1701,2.018,1
493453,1696,2.023,1
493727,1702,2.010,1
493977,1700,2.014,1
494228,1700,2.016,1
494502,1697,2.012,1
494752,1698,2.016,1
495027,1697,2.017,1
495301,1700,2.046,1
495553,1702,2.049,1
495827,1699,2.039,1
496102,1685,2.045,1
496376,1702,2.020,1
496627,1692,2.027,1
496878,1699,2.041,1
497150,1701,2.044,1
497402,1700,2.046,1
497652,1701,2.045,1
497902,1702,2.047,1
498153,1695,2.045,1
498427,1696,2.047,1
498677,1700,2.046,1
498927,1703,2.044,1
499178,1701,2.035,1
499453,1691,2.029,1
499726,1700,2.016,1
499978,1696,2.021,1
500251,1692,2.050,1
500501,1702,1.996,1
500751,1694,2.040,1
501002,1695,2.043,1
501253,1693,2.049,1
501503,1695,2.038,1
501753,1696,2.038,1
502028,1693,2.046,1
502278,1697,2.043,1
502528,1696,2.046,1
502778,1696,2.041,1
503051,1695,2.033,1
503302,1696,2.033,1
503552,1714,2.021,1
503804,1678,2.085,1
504076,1698,2.040,1
504326,1707,2.036,1
504578,1706,2.029,1
504852,1706,2.039,1
505126,1705,2.041,1
505378,1706,2.040,1
505652,1703,2.042,1
505926,1705,2.040,1
506178,1708,2.041,1
506452,1707,2.039,1
506726,1701,2.040,1
506976,1702,2.037,1
507228,1705,2.043,1
507502,1700,2.046,1
507753,1690,2.061,1
508003,1697,2.032,1
508276,1715,2.012,1
508526,1703,2.047,1
508778,1702,2.037,1
509028,1701,2.037,1
509300,1703,2.030,1
509552,1703,2.038,1
509802,1703,2.039,1
510052,1698,2.047,1
510328,1705,2.047,1
510578,1703,2.041,1
510853,1704,2.051,1
511103,1704,2.045,1
511376,1701,2.041,1
511626,1709,2.032,1
511877,1708,2.036,1
512150,1701,2.011,1
512403,1694,2.021,1
512676,1697,2.011,1
512926,1702,2.024,1
513202,1698,2.032,1
513476,1695,2.041,1
513727,1698,2.037,1
514003,1704,2.034,1
514275,1702,2.034,1
514526,1703,2.033,1
514776,1702,2.029,1
515028,1697,2.032,1
515301,1700,2.025,1
515552,1695,2.000,1
515803,1702,2.013,1
516077,1699,2.036,1
516328,1693,2.040,1
516601,1688,2.034,1
516851,1691,2.008,1
517102,1698,2.017,1
517376,1695,2.021,1
517626,1695,2.024,1
517876,1697,2.022,1
518127,1695,2.030,1
518403,1693,2.027,1
518676,1694,2.025,1
518926,1700,2.016,1
519177,1689,2.026,1
519428,1693,2.023,1
519703,1703,1.998,1
519975,1698,2.032,1
520227,1698,2.044,1
520503,1685,2.046,1
520777,1706,2.019,1
521028,1702,2.027,1
521301,1702,2.032,1
521578,1698,2.035,1
521828,1699,2.036,1
522103,1697,2.040,1
522376,1701,2.029,1
522627,1699,2.034,1
522878,1701,2.038,1
523128,1698,2.036,1
523403,1694,2.041,1
523677,1709,2.030,1
523928,1694,2.061,1
524201,1689,2.072,1
524452,1696,2.065,1
524702,1694,2.048,1
524978,1695,2.049,1
525253,1696,2.038,1
525526,1696,2.051,1
525776,1691,2.049,1
526027,1691,2.053,1
526303,1694,2.055,1
526553,1693,2.052,1
526826,1692,2.050,1
527076,1699,2.048,1
527326,1696,2.049,1
527577,1700,2.031,1
527828,1693,2.057,1
528101,1686,2.075,1
528351,1699,2.072,1
528602,1707,2.029,1
528852,1698,2.047,1
529126,1691,2.061,1
529377,1696,2.058,1
529627,1697,2.055,1
529877,1700,2.057,1
530127,1698,2.055,1
530402,1697,2.059,1
530653,1694,2.059,1
530927,1693,2.059,1
531177,1698,2.053,1
531428,1682,2.078,1
531678,1693,2.072,1
531952,1686,2.074,1
532202,1689,2.070,1
532453,1695,2.068,1
532703,1695,2.050,1
532977,1694,2.046,1
533228,1693,2.060,1
533500,1694,2.057,1
533752,1698,2.065,1
534026,1695,2.065,1
534278,1694,2.059,1
534552,1696,2.057,1
534802,1696,2.060,1
535078,1692,2.067,1
535328,1691,2.062,1
535579,1668,2.064,1
535851,1698,2.049,1
536102,1692,2.072,1
536353,1700,2.017,1
536628,1701,2.015,1
536879,1704,2.031,1
537153,1703,2.026,1
537426,1699,2.025,1
537678,1701,2.032,1
537928,1700,2.032,1
538202,1701,2.027,1
538475,1700,2.031,1
538728,1701,2.029,1
539002,1702,2.027,1
539252,1696,2.026,1
539526,1696,2.008,1
539777,1694,2.028,1
540028,1691,2.017,1
540302,1701,2.036,1
540575,1708,2.047,1
540827,1706,2.043,1
541103,1703,2.044,1
541353,1702,2.046,1
541603,1706,2.039,1
541853,1706,2.039,1
542128,1703,2.047,1
542403,1701,2.044,1
542676,1709,2.034,1
542926,1705,2.041,1
543177,1703,2.044,1
543453,1707,2.038,1
543727,1693,2.050,1
543978,1700,2.017,1
544228,1695,2.037,1
544502,1689,2.028,1
544752,1694,2.040,1
545028,1694,2.039,1
545278,1694,2.039,1
545551,1696,2.033,1
545803,1696,2.052,1
546076,1692,2.033,1
546326,1694,2.053,1
546577,1690,2.045,1
546853,1694,2.039,1
547103,1694,2.052,1
547377,1686,2.056,1
547652,1695,2.037,1
547902,1703,2.017,1
548178,1696,2.071,1
548451,1694,2.062,1
548702,1698,2.069,1
548952,1699,2.057,1
549202,1699,2.047,1
549453,1703,2.054,1
549703,1701,2.051,1
549953,1703,2.052,1
550227,1701,2.058,1
550478,1700,2.057,1
550751,1695,2.061,1
551001,1698,2.062,1
551251,1698,2.064,1
551503,1703,2.042,1
551753,1691,2.048,1
552028,1700,2.060,1
552278,1690,2.052,1
552552,1689,2.056,1
552802,1695,2.058,1
553078,1698,2.060,1
553352,1701,2.058,1
553602,1700,2.058,1
553853,1696,2.056,1
554127,1699,2.061,1
554403,1702,2.056,1
554676,1700,2.055,1
554926,1696,2.062,1
555176,1697,2.058,1
555427,1693,2.052,1
555677,1699,2.059,1
555953,1706,2.025,1
556227,1708,2.034,1
556478,1692,2.061,1
556750,1692,2.050,1
557002,1694,2.054,1
557253,1692,2.053,1
557503,1691,2.055,1
557776,1693,2.060,1
558027,1694,2.057,1
558303,1691,2.061,1
558576,1691,2.066,1
558827,1694,2.068,1
559077,1694,2.061,1
559353,1696,2.058,1
559628,1676,2.086,1
559901,1700,2.041,1
560153,1689,2.066,1
560403,1700,2.061,1
560675,1696,2.064,1
560928,1690,2.070,1
561203,1693,2.065,1
561476,1694,2.066,1
561727,1693,2.062,1
562003,1693,2.064,1
562277,1693,2.061,1
562527,1693,2.064,1
562778,1695,2.063,1
563028,1695,2.064,1
563301,1693,2.060,1
563578,1692,2.050,1
563852,1705,2.041,1
564126,1682,2.086,1
564378,1685,2.081,1
564652,1695,2.047,1
564903,1696,2.041,1
565176,1693,2.060,1
565427,1692,2.058,1
565703,1696,2.053,1
565976,1695,2.056,1
566227,1699,2.041,1
566477,1696,2.048,1
566753,1694,2.051,1
567026,1697,2.046,1
567278,1696,2.050,1
567528,1696,2.036,1
567801,1704,2.045,1
568053,1699,2.055,1
568326,1691,2.059,1
568578,1682,2.072,1
568851,1698,2.035,1
569103,1697,2.035,1
569377,1696,2.037,1
569627,1695,2.033,1
569877,1695,2.036,1
570153,1695,2.028,1
570425,1698,2.032,1
570678,1692,2.032,1
569241,1697,2.034,2
569503,1695,2.034,2
569778,1696,2.033,2
570051,1697,2.035,2
570303,1694,2.034,2
570577,1696,2.032,2
570827,1695,2.033,2
571103,1695,2.029,2
571376,1699,2.032,2
571626,1695,2.059,2
571876,1699,2.049,2
572128,1691,2.079,2
572401,1691,2.081,2
572652,1694,2.060,2
572902,1692,2.057,2
573176,1695,2.054,2
573428,1695,2.056,2
573701,1690,2.055,2
573952,1693,2.058,2
574202,1695,2.057,2
574452,1697,2.055,2
574702,1691,2.060,2
574952,1692,2.057,2
575226,1697,2.053,2
575477,1686,2.067,2
575728,1680,2.090,2
576001,1702,2.056,2
576253,1691,2.070,2
576503,1702,2.071,2
576778,1693,2.061,2
577051,1700,2.055,2
577303,1698,2.056,2
577553,1695,2.057,2
577826,1692,2.059,2
578077,1699,2.060,2
578328,1700,2.060,2
578602,1700,2.056,2
578852,1691,2.063,2
579127,1697,2.064,2
579403,1699,2.064,2
579678,1694,2.070,2
579951,1683,2.080,2
580203,1690,2.078,2
580477,1679,2.070,2
580751,1698,2.067,2
581003,1700,2.055,2
581253,1695,2.052,2
581526,1696,2.056,2
581777,1697,2.055,2
582027,1698,2.056,2
582301,1695,2.052,2
582551,1697,2.054,2
582801,1696,2.053,2
583053,1697,2.052,2
583303,1695,2.049,2
583553,1695,2.041,2
583803,1695,2.066,2
584053,1697,2.071,2
584327,1698,2.050,2
584577,1699,2.049,2
584828,1698,2.056,2
585078,1697,2.062,2
585352,1688,2.062,2
585626,1693,2.061,2
585878,1697,2.055,2
586128,1691,2.059,2
586402,1695,2.058,2
586653,1693,2.060,2
586903,1697,2.059,2
587178,1697,2.056,2
587452,1697,2.053,2
587703,1695,2.047,2
587977,1695,2.050,2
588227,1691,2.063,2
588501,1701,2.026,2
588752,1689,2.037,2
589026,1692,2.030,2
589278,1692,2.032,2
589528,1692,2.030,2
589778,1691,2.029,2
590028,1691,2.034,2
590303,1691,2.033,2
590553,1693,2.039,2
590828,1696,2.025,2
591100,1695,2.028,2
591351,1694,2.029,2
591603,1674,2.052,2
591877,1698,2.025,2
592128,1689,2.035,2
592378,1675,2.063,2
592652,1691,2.053,2
592902,1687,2.054,2
593153,1697,2.048,2
593416,1690,2.052,2
593676,1691,2.053,2
593927,1686,2.065,2
594178,1688,2.057,2
594452,1690,2.060,2
594703,1694,2.060,2
594976,1690,2.065,2
595227,1688,2.092,2
595500,1681,2.092,2
595752,1697,2.070,2
596002,1690,2.057,2
596277,1700,2.069,2
596551,1660,2.122,2
596801,1691,2.055,2
597051,1694,2.060,2
597301,1692,2.061,2
597552,1697,2.057,2
597802,1696,2.064,2
598053,1696,2.059,2
598326,1695,2.061,2
598578,1696,2.066,2
598853,1693,2.061,2
599125,1699,2.065,2
599378,1699,2.051,2
599651,1685,2.078,2
599903,1697,2.060,2
600153,1692,2.072,2
600403,1694,2.094,2
600678,1696,2.064,2
600951,1681,2.070,2
601203,1689,2.063,2
601478,1686,2.062,2
601753,1688,2.079,2
602026,1682,2.078,2
602276,1689,2.071,2
602527,1689,2.070,2
602778,1687,2.066,2
603052,1687,2.078,2
603327,1689,2.072,2
603601,1689,2.056,2
603852,1677,2.083,2
604103,1683,2.079,2
604353,1693,2.063,2
604603,1690,2.045,2
604878,1695,2.053,2
605152,1691,2.039,2
605426,1691,2.042,2
605678,1693,2.044,2
605928,1693,2.034,2
606178,1692,2.039,2
606453,1695,2.037,2
606703,1696,2.034,2
606976,1693,2.050,2
607228,1690,2.058,2
607502,1690,2.075,2
607752,1708,2.058,2
608026,1680,2.085,2
608276,1681,2.085,2
608527,1681,2.088,2
608803,1692,2.076,2
609053,1692,2.072,2
609326,1694,2.070,2
609577,1694,2.063,2
609853,1692,2.068,2
610127,1692,2.071,2
610377,1692,2.066,2
610652,1689,2.069,2
610903,1689,2.068,2
611176,1694,2.065,2
611428,1698,2.056,2
611678,1687,2.066,2
611950,1680,2.078,2
612201,1691,2.055,2
612453,1689,2.073,2
612726,1692,2.064,2
612977,1692,2.067,2
613228,1692,2.063,2
613478,1690,2.076,2
613753,1689,2.068,2
614028,1689,2.070,2
614301,1691,2.056,2
614551,1689,2.063,2
614802,1690,2.067,2
615077,1687,2.071,2
615327,1686,2.073,2
615577,1679,2.080,2
615827,1686,2.080,2
616078,1684,2.047,2
616353,1688,2.076,2
616603,1678,2.094,2
616878,1693,2.075,2
617128,1692,2.078,2
617402,1689,2.093,2
617678,1692,2.077,2
617951,1685,2.085,2
618202,1691,2.078,2
618478,1686,2.081,2
618751,1690,2.075,2
619001,1690,2.079,2
619253,1691,2.086,2
619528,1685,2.080,2
619778,1684,2.084,2
620051,1680,2.088,2
620303,1691,2.069,2
620577,1685,2.076,2
620827,1696,2.047,2
621103,1691,2.046,2
621353,1696,2.053,2
621626,1696,2.049,2
621876,1696,2.055,2
622127,1694,2.054,2
622403,1693,2.055,2
622676,1697,2.051,2
622928,1697,2.056,2
623202,1697,2.047,2
623452,1693,2.056,2
623725,1674,2.049,2
623977,1684,2.081,2
624253,1683,2.083,2
624503,1697,2.039,2
624776,1685,2.086,2
625026,1684,2.083,2
625276,1686,2.087,2
625526,1683,2.083,2
625778,1683,2.076,2
626051,1684,2.082,2
626328,1683,2.084,2
626601,1685,2.086,2
626851,1684,2.086,2
627102,1685,2.082,2
627378,1682,2.076,2
627651,1684,2.085,2
627903,1683,2.080,2
628178,1671,2.083,2
628428,1684,2.070,2
628678,1687,2.082,2
628951,1688,2.076,2
629202,1688,2.080,2
629478,1685,2.072,2
629753,1688,2.082,2
630028,1687,2.071,2
630302,1691,2.072,2
630576,1686,2.071,2
630826,1687,2.081,2
631078,1690,2.083,2
631328,1683,2.076,2
631578,1689,2.064,2
631853,1675,2.072,2
632128,1693,2.047,2
632402,1685,2.054,2
632652,1682,2.035,2
632902,1684,2.060,2
633153,1684,2.053,2
633426,1684,2.052,2
633678,1679,2.053,2
633953,1684,2.053,2
634226,1683,2.053,2
634478,1680,2.063,2
634753,1685,2.056,2
635003,1680,2.066,2
635276,1680,2.054,2
635528,1694,2.031,2
635801,1682,2.038,2
636053,1685,2.036,2
636303,1684,2.038,2
636578,1676,2.034,2
636851,1671,2.053,2
637101,1680,2.061,2
637353,1685,2.046,2
637603,1683,2.042,2
637878,1685,2.056,2
638153,1682,2.056,2
638426,1680,2.047,2
638676,1681,2.042,2
638926,1681,2.041,2
639177,1682,2.042,2
639453,1672,2.071,2
639703,1682,2.056,2
639976,1672,2.054,2
640228,1686,2.070,2
640503,1681,2.028,2
640775,1687,2.046,2
641026,1681,2.048,2
641276,1680,2.047,2
641526,1684,2.046,2
641777,1685,2.050,2
642053,1684,2.045,2
642328,1689,2.045,2
642601,1685,2.045,2
642876,1683,2.046,2
643128,1686,2.045,2
643378,1684,2.046,2
643651,1684,2.061,2
643902,1692,2.041,2
644153,1691,2.041,2
644428,1663,2.072,2
644703,1675,2.083,2
644976,1677,2.076,2
645227,1678,2.078,2
645478,1677,2.069,2
645753,1678,2.063,2
646028,1679,2.070,2
646301,1676,2.053,2
646553,1676,2.067,2
646827,1678,2.059,2
647102,1682,2.064,2
647352,1684,2.050,2
647627,1694,2.031,2
